"Timestamp";"Age";"Area";"Men";"Women"
"2024M01";"75-79 years";"Odsherred";1315;1382
"2024M01";"75-79 years";"Ringsted";726;873
"2024M01";"75-79 years";"Slagelse";2078;2266
"2024M01";"75-79 years";"Sor�";770;846
"2024M01";"75-79 years";"Stevns";752;791
"2024M01";"75-79 years";"Vordingborg";1543;1641
"2024M01";"75-79 years";"Region Syddanmark";30780;34114
"2024M01";"75-79 years";"Assens";1190;1244
"2024M01";"75-79 years";"Faaborg-Midtfyn";1535;1610
"2024M01";"75-79 years";"Kerteminde";672;817
"2024M01";"75-79 years";"Langeland";538;507
"2024M01";"75-79 years";"Middelfart";1153;1267
"2024M01";"75-79 years";"Nordfyns";826;864
"2024M01";"75-79 years";"Nyborg";905;1054
"2024M01";"75-79 years";"Odense";3841;4768
"2024M01";"75-79 years";"Svendborg";1578;1786
"2024M01";"75-79 years";"�r�";256;272
"2024M01";"75-79 years";"Billund";658;728
"2024M01";"75-79 years";"Esbjerg";2825;3074
"2024M01";"75-79 years";"Fan�";160;185
"2024M01";"75-79 years";"Fredericia";1312;1461
"2024M01";"75-79 years";"Haderslev";1494;1561
"2024M01";"75-79 years";"Kolding";2086;2387
"2024M01";"75-79 years";"S�nderborg";2019;2343
"2024M01";"75-79 years";"T�nder";1089;1089
"2024M01";"75-79 years";"Varde";1320;1285
"2024M01";"75-79 years";"Vejen";1009;1076
"2024M01";"75-79 years";"Vejle";2667;2968
"2024M01";"75-79 years";"Aabenraa";1647;1768
"2024M01";"75-79 years";"Region Midtjylland";30407;33337
"2024M01";"75-79 years";"Favrskov";1173;1168
"2024M01";"75-79 years";"Hedensted";1180;1193
"2024M01";"75-79 years";"Horsens";2005;2321
"2024M01";"75-79 years";"Norddjurs";1085;1130
"2024M01";"75-79 years";"Odder";672;721
"2024M01";"75-79 years";"Randers";2382;2671
"2024M01";"75-79 years";"Sams�";167;144
"2024M01";"75-79 years";"Silkeborg";2318;2506
"2024M01";"75-79 years";"Skanderborg";1476;1595
"2024M01";"75-79 years";"Syddjurs";1415;1450
"2024M01";"75-79 years";"Aarhus";5711;6705
"2024M01";"75-79 years";"Herning";2045;2265
"2024M01";"75-79 years";"Holstebro";1359;1564
"2024M01";"75-79 years";"Ikast-Brande";1004;1110
"2024M01";"75-79 years";"Lemvig";600;632
"2024M01";"75-79 years";"Ringk�bing-Skjern";1527;1548
"2024M01";"75-79 years";"Skive";1245;1340
"2024M01";"75-79 years";"Struer";665;731
"2024M01";"75-79 years";"Viborg";2378;2543
"2024M01";"75-79 years";"Region Nordjylland";15327;16270
"2024M01";"75-79 years";"Br�nderslev";954;981
"2024M01";"75-79 years";"Frederikshavn";1919;2026
"2024M01";"75-79 years";"Hj�rring";1829;1870
"2024M01";"75-79 years";"Jammerbugt";1177;1226
"2024M01";"75-79 years";"L�s�";105;88
"2024M01";"75-79 years";"Mariagerfjord";1128;1219
"2024M01";"75-79 years";"Mors�";657;619
"2024M01";"75-79 years";"Rebild";785;761
"2024M01";"75-79 years";"Thisted";1203;1252
"2024M01";"75-79 years";"Vesthimmerlands";1049;1036
"2024M01";"75-79 years";"Aalborg";4521;5192
"2024M01";"80-84 years";"All Denmark";79671;99931
"2024M01";"80-84 years";"Region Hovedstaden";21149;28663
"2024M01";"80-84 years";"Copenhagen";3713;5228
"2024M01";"80-84 years";"Frederiksberg";1185;1763
"2024M01";"80-84 years";"Drag�r";263;325
"2024M01";"80-84 years";"T�rnby";501;669
"2024M01";"80-84 years";"Albertslund";373;512
"2024M01";"80-84 years";"Ballerup";712;1144
"2024M01";"80-84 years";"Br�ndby";385;561
"2024M01";"80-84 years";"Gentofte";1018;1506
"2024M01";"80-84 years";"Gladsaxe";673;972
"2024M01";"80-84 years";"Glostrup";231;384
"2024M01";"80-84 years";"Herlev";350;489
"2024M01";"80-84 years";"Hvidovre";604;821
"2024M01";"80-84 years";"H�je-Taastrup";649;862
"2024M01";"80-84 years";"Ish�j";256;305
"2024M01";"80-84 years";"Lyngby-Taarb�k";658;939
"2024M01";"80-84 years";"R�dovre";435;709
"2024M01";"80-84 years";"Vallensb�k";259;323
"2024M01";"80-84 years";"Aller�d";432;520
"2024M01";"80-84 years";"Egedal";698;844
"2024M01";"80-84 years";"Fredensborg";628;823
"2024M01";"80-84 years";"Frederikssund";897;1038
"2024M01";"80-84 years";"Fures�";629;868
"2024M01";"80-84 years";"Gribskov";887;944
"2024M01";"80-84 years";"Halsn�s";626;664
"2024M01";"80-84 years";"Helsing�r";1105;1478
"2024M01";"80-84 years";"Hiller�d";683;956
"2024M01";"80-84 years";"H�rsholm";547;774
"2024M01";"80-84 years";"Rudersdal";943;1314
"2024M01";"80-84 years";"Bornholm";809;926
"2024M01";"80-84 years";"Christians�";0;2
"2024M01";"80-84 years";"Region Sj�lland";13539;16530
"2024M01";"80-84 years";"Greve";865;1066
"2024M01";"80-84 years";"K�ge";942;1183
"2024M01";"80-84 years";"Lejre";455;473
"2024M01";"80-84 years";"Roskilde";1252;1656
"2024M01";"80-84 years";"Solr�d";366;438
"2024M01";"80-84 years";"Faxe";588;707
"2024M01";"80-84 years";"Guldborgsund";1092;1355
"2024M01";"80-84 years";"Holb�k";1049;1256
"2024M01";"80-84 years";"Kalundborg";848;941
"2024M01";"80-84 years";"Lolland";839;906
"2024M01";"80-84 years";"N�stved";1214;1606
"2024M01";"80-84 years";"Odsherred";727;811
"2024M01";"80-84 years";"Ringsted";428;522
"2024M01";"80-84 years";"Slagelse";1157;1549
"2024M01";"80-84 years";"Sor�";422;563
"2024M01";"80-84 years";"Stevns";438;453
"2024M01";"80-84 years";"Vordingborg";857;1045
"2024M01";"80-84 years";"Region Syddanmark";18596;22622
"2024M01";"80-84 years";"Assens";640;772
"2024M01";"80-84 years";"Faaborg-Midtfyn";882;1042
"2024M01";"80-84 years";"Kerteminde";459;558
"2024M01";"80-84 years";"Langeland";301;323
"2024M01";"80-84 years";"Middelfart";694;754
"2024M01";"80-84 years";"Nordfyns";499;598
"2024M01";"80-84 years";"Nyborg";540;687
"2024M01";"80-84 years";"Odense";2301;3111
"2024M01";"80-84 years";"Svendborg";945;1158
"2024M01";"80-84 years";"�r�";164;195
"2024M01";"80-84 years";"Billund";403;482
"2024M01";"80-84 years";"Esbjerg";1650;2042
"2024M01";"80-84 years";"Fan�";81;75
"2024M01";"80-84 years";"Fredericia";823;989
"2024M01";"80-84 years";"Haderslev";887;1123
"2024M01";"80-84 years";"Kolding";1260;1533
"2024M01";"80-84 years";"S�nderborg";1422;1705
"2024M01";"80-84 years";"T�nder";661;701
"2024M01";"80-84 years";"Varde";821;914
"2024M01";"80-84 years";"Vejen";624;796
"2024M01";"80-84 years";"Vejle";1554;1925
"2024M01";"80-84 years";"Aabenraa";985;1139
"2024M01";"80-84 years";"Region Midtjylland";17562;21192
"2024M01";"80-84 years";"Favrskov";670;776
"2024M01";"80-84 years";"Hedensted";644;806
"2024M01";"80-84 years";"Horsens";1157;1378
"2024M01";"80-84 years";"Norddjurs";633;757
"2024M01";"80-84 years";"Odder";355;439
"2024M01";"80-84 years";"Randers";1399;1762
"2024M01";"80-84 years";"Sams�";77;101
"2024M01";"80-84 years";"Silkeborg";1275;1462
"2024M01";"80-84 years";"Skanderborg";748;919
"2024M01";"80-84 years";"Syddjurs";821;865
"2024M01";"80-84 years";"Aarhus";3219;4264
"2024M01";"80-84 years";"Herning";1286;1501
"2024M01";"80-84 years";"Holstebro";882;974
"2024M01";"80-84 years";"Ikast-Brande";600;687
"2024M01";"80-84 years";"Lemvig";396;428
"2024M01";"80-84 years";"Ringk�bing-Skjern";879;1012
"2024M01";"80-84 years";"Skive";786;919
"2024M01";"80-84 years";"Struer";386;459
"2024M01";"80-84 years";"Viborg";1349;1683
"2024M01";"80-84 years";"Region Nordjylland";8825;10924
"2024M01";"80-84 years";"Br�nderslev";540;731
"2024M01";"80-84 years";"Frederikshavn";1125;1389
"2024M01";"80-84 years";"Hj�rring";1044;1253
"2024M01";"80-84 years";"Jammerbugt";716;740
"2024M01";"80-84 years";"L�s�";49;56
"2024M01";"80-84 years";"Mariagerfjord";685;768
"2024M01";"80-84 years";"Mors�";365;422
"2024M01";"80-84 years";"Rebild";373;455
"2024M01";"80-84 years";"Thisted";687;870
"2024M01";"80-84 years";"Vesthimmerlands";618;758
"2024M01";"80-84 years";"Aalborg";2623;3482
"2024M01";"85-89 years";"All Denmark";37989;56456
"2024M01";"85-89 years";"Region Hovedstaden";9749;16026
"2024M01";"85-89 years";"Copenhagen";1408;2706
"2024M01";"85-89 years";"Frederiksberg";502;1003
"2024M01";"85-89 years";"Drag�r";147;214
"2024M01";"85-89 years";"T�rnby";243;383
"2024M01";"85-89 years";"Albertslund";164;219
"2024M01";"85-89 years";"Ballerup";476;673
"2024M01";"85-89 years";"Br�ndby";228;366
"2024M01";"85-89 years";"Gentofte";503;857
"2024M01";"85-89 years";"Gladsaxe";322;642
"2024M01";"85-89 years";"Glostrup";136;288
"2024M01";"85-89 years";"Herlev";171;327
"2024M01";"85-89 years";"Hvidovre";294;463
"2024M01";"85-89 years";"H�je-Taastrup";278;430
"2024M01";"85-89 years";"Ish�j";101;145
"2024M01";"85-89 years";"Lyngby-Taarb�k";333;637
"2024M01";"85-89 years";"R�dovre";240;462
"2024M01";"85-89 years";"Vallensb�k";93;136
"2024M01";"85-89 years";"Aller�d";204;324
"2024M01";"85-89 years";"Egedal";293;352
"2024M01";"85-89 years";"Fredensborg";273;401
"2024M01";"85-89 years";"Frederikssund";341;535
"2024M01";"85-89 years";"Fures�";342;543
"2024M01";"85-89 years";"Gribskov";389;449
"2024M01";"85-89 years";"Halsn�s";250;348
"2024M01";"85-89 years";"Helsing�r";493;763
"2024M01";"85-89 years";"Hiller�d";361;526
"2024M01";"85-89 years";"H�rsholm";274;428
"2024M01";"85-89 years";"Rudersdal";552;840
"2024M01";"85-89 years";"Bornholm";338;566
"2024M01";"85-89 years";"Christians�";0;0
"2024M01";"85-89 years";"Region Sj�lland";6142;8775
"2024M01";"85-89 years";"Greve";349;500
"2024M01";"85-89 years";"K�ge";401;518
"2024M01";"85-89 years";"Lejre";204;257
"2024M01";"85-89 years";"Roskilde";599;905
"2024M01";"85-89 years";"Solr�d";163;211
"2024M01";"85-89 years";"Faxe";274;364
"2024M01";"85-89 years";"Guldborgsund";501;776
"2024M01";"85-89 years";"Holb�k";462;658
"2024M01";"85-89 years";"Kalundborg";363;513
"2024M01";"85-89 years";"Lolland";378;540
"2024M01";"85-89 years";"N�stved";590;865
"2024M01";"85-89 years";"Odsherred";352;410
"2024M01";"85-89 years";"Ringsted";211;333
"2024M01";"85-89 years";"Slagelse";513;828
"2024M01";"85-89 years";"Sor�";197;319
"2024M01";"85-89 years";"Stevns";194;246
"2024M01";"85-89 years";"Vordingborg";391;532
"2024M01";"85-89 years";"Region Syddanmark";9093;13142
"2024M01";"85-89 years";"Assens";326;407
"2024M01";"85-89 years";"Faaborg-Midtfyn";465;598
"2024M01";"85-89 years";"Kerteminde";229;318
"2024M01";"85-89 years";"Langeland";148;216
"2024M01";"85-89 years";"Middelfart";307;420
"2024M01";"85-89 years";"Nordfyns";229;309
"2024M01";"85-89 years";"Nyborg";268;374
"2024M01";"85-89 years";"Odense";1166;1831
"2024M01";"85-89 years";"Svendborg";455;660
"2024M01";"85-89 years";"�r�";77;109
"2024M01";"85-89 years";"Billund";210;266
"2024M01";"85-89 years";"Esbjerg";821;1148
"2024M01";"85-89 years";"Fan�";19;53
"2024M01";"85-89 years";"Fredericia";355;513
"2024M01";"85-89 years";"Haderslev";421;715
"2024M01";"85-89 years";"Kolding";587;848
"2024M01";"85-89 years";"S�nderborg";722;1042
"2024M01";"85-89 years";"T�nder";298;495
"2024M01";"85-89 years";"Varde";412;577
"2024M01";"85-89 years";"Vejen";352;467
"2024M01";"85-89 years";"Vejle";746;1111
"2024M01";"85-89 years";"Aabenraa";480;665
"2024M01";"85-89 years";"Region Midtjylland";8574;12421
"2024M01";"85-89 years";"Favrskov";307;435
"2024M01";"85-89 years";"Hedensted";303;464
"2024M01";"85-89 years";"Horsens";567;806
"2024M01";"85-89 years";"Norddjurs";293;442
"2024M01";"85-89 years";"Odder";190;278
"2024M01";"85-89 years";"Randers";695;992
"2024M01";"85-89 years";"Sams�";36;68
"2024M01";"85-89 years";"Silkeborg";605;860
"2024M01";"85-89 years";"Skanderborg";387;495
"2024M01";"85-89 years";"Syddjurs";365;516
"2024M01";"85-89 years";"Aarhus";1581;2540
"2024M01";"85-89 years";"Herning";618;891
"2024M01";"85-89 years";"Holstebro";420;600
"2024M01";"85-89 years";"Ikast-Brande";282;395
"2024M01";"85-89 years";"Lemvig";192;233
"2024M01";"85-89 years";"Ringk�bing-Skjern";474;670
"2024M01";"85-89 years";"Skive";400;516
"2024M01";"85-89 years";"Struer";202;233
"2024M01";"85-89 years";"Viborg";657;987
"2024M01";"85-89 years";"Region Nordjylland";4431;6092
"2024M01";"85-89 years";"Br�nderslev";330;376
"2024M01";"85-89 years";"Frederikshavn";582;758
"2024M01";"85-89 years";"Hj�rring";538;776
"2024M01";"85-89 years";"Jammerbugt";284;400
"2024M01";"85-89 years";"L�s�";29;35
"2024M01";"85-89 years";"Mariagerfjord";356;436
"2024M01";"85-89 years";"Mors�";171;259
"2024M01";"85-89 years";"Rebild";199;302
"2024M01";"85-89 years";"Thisted";317;475
"2024M01";"85-89 years";"Vesthimmerlands";312;427
"2024M01";"85-89 years";"Aalborg";1313;1848
"2024M01";"90-94 years";"All Denmark";11796;23638
"2024M01";"90-94 years";"Region Hovedstaden";2969;6891
"2024M01";"90-94 years";"Copenhagen";421;1248
"2024M01";"90-94 years";"Frederiksberg";151;440
"2024M01";"90-94 years";"Drag�r";39;83
"2024M01";"90-94 years";"T�rnby";77;168
"2024M01";"90-94 years";"Albertslund";56;67
"2024M01";"90-94 years";"Ballerup";119;217
"2024M01";"90-94 years";"Br�ndby";82;167
"2024M01";"90-94 years";"Gentofte";149;416
"2024M01";"90-94 years";"Gladsaxe";107;330
"2024M01";"90-94 years";"Glostrup";49;123
"2024M01";"90-94 years";"Herlev";71;148
"2024M01";"90-94 years";"Hvidovre";81;207
"2024M01";"90-94 years";"H�je-Taastrup";73;165
"2024M01";"90-94 years";"Ish�j";22;44
"2024M01";"90-94 years";"Lyngby-Taarb�k";120;341
"2024M01";"90-94 years";"R�dovre";76;222
"2024M01";"90-94 years";"Vallensb�k";36;44
"2024M01";"90-94 years";"Aller�d";62;106
"2024M01";"90-94 years";"Egedal";55;129
"2024M01";"90-94 years";"Fredensborg";80;171
"2024M01";"90-94 years";"Frederikssund";81;181
"2024M01";"90-94 years";"Fures�";141;235
"2024M01";"90-94 years";"Gribskov";87;178
"2024M01";"90-94 years";"Halsn�s";63;136
"2024M01";"90-94 years";"Helsing�r";151;306
"2024M01";"90-94 years";"Hiller�d";107;172
"2024M01";"90-94 years";"H�rsholm";89;183
"2024M01";"90-94 years";"Rudersdal";203;429
"2024M01";"90-94 years";"Bornholm";120;235
"2024M01";"90-94 years";"Christians�";1;0
"2024M01";"90-94 years";"Region Sj�lland";1840;3486
"2024M01";"90-94 years";"Greve";115;147
"2024M01";"90-94 years";"K�ge";114;231
"2024M01";"90-94 years";"Lejre";50;116
"2024M01";"90-94 years";"Roskilde";175;330
"2024M01";"90-94 years";"Solr�d";33;57
"2024M01";"90-94 years";"Faxe";73;149
"2024M01";"90-94 years";"Guldborgsund";169;308
"2024M01";"90-94 years";"Holb�k";121;282
"2024M01";"90-94 years";"Kalundborg";123;199
"2024M01";"90-94 years";"Lolland";131;223
"2024M01";"90-94 years";"N�stved";167;354
"2024M01";"90-94 years";"Odsherred";95;158
"2024M01";"90-94 years";"Ringsted";67;121
"2024M01";"90-94 years";"Slagelse";167;365
"2024M01";"90-94 years";"Sor�";71;122
"2024M01";"90-94 years";"Stevns";53;94
"2024M01";"90-94 years";"Vordingborg";116;230
"2024M01";"90-94 years";"Region Syddanmark";2806;5571
"2024M01";"90-94 years";"Assens";101;189
"2024M01";"90-94 years";"Faaborg-Midtfyn";151;289
"2024M01";"90-94 years";"Kerteminde";73;128
"2024M01";"90-94 years";"Langeland";36;100
"2024M01";"90-94 years";"Middelfart";95;178
"2024M01";"90-94 years";"Nordfyns";74;132
"2024M01";"90-94 years";"Nyborg";79;171
"2024M01";"90-94 years";"Odense";361;814
"2024M01";"90-94 years";"Svendborg";157;296
"2024M01";"90-94 years";"�r�";26;46
"2024M01";"90-94 years";"Billund";62;136
"2024M01";"90-94 years";"Esbjerg";210;448
"2024M01";"90-94 years";"Fan�";8;17
"2024M01";"90-94 years";"Fredericia";101;231
"2024M01";"90-94 years";"Haderslev";141;278
"2024M01";"90-94 years";"Kolding";179;349
"2024M01";"90-94 years";"S�nderborg";209;395
"2024M01";"90-94 years";"T�nder";111;179
"2024M01";"90-94 years";"Varde";145;265
"2024M01";"90-94 years";"Vejen";112;212
"2024M01";"90-94 years";"Vejle";220;436
"2024M01";"90-94 years";"Aabenraa";155;282
"2024M01";"90-94 years";"Region Midtjylland";2723;5078
"2024M01";"90-94 years";"Favrskov";85;162
"2024M01";"90-94 years";"Hedensted";128;184
"2024M01";"90-94 years";"Horsens";181;334
"2024M01";"90-94 years";"Norddjurs";106;187
"2024M01";"90-94 years";"Odder";66;123
"2024M01";"90-94 years";"Randers";200;402
"2024M01";"90-94 years";"Sams�";11;26
"2024M01";"90-94 years";"Silkeborg";188;333
"2024M01";"90-94 years";"Skanderborg";112;168
"2024M01";"90-94 years";"Syddjurs";118;171
"2024M01";"90-94 years";"Aarhus";487;1088
"2024M01";"90-94 years";"Herning";179;357
"2024M01";"90-94 years";"Holstebro";128;265
"2024M01";"90-94 years";"Ikast-Brande";84;173
"2024M01";"90-94 years";"Lemvig";59;121
"2024M01";"90-94 years";"Ringk�bing-Skjern";156;273
"2024M01";"90-94 years";"Skive";145;210
"2024M01";"90-94 years";"Struer";63;107
"2024M01";"90-94 years";"Viborg";227;394
"2024M01";"90-94 years";"Region Nordjylland";1458;2612
"2024M01";"90-94 years";"Br�nderslev";104;173
"2024M01";"90-94 years";"Frederikshavn";173;332
"2024M01";"90-94 years";"Hj�rring";192;334
"2024M01";"90-94 years";"Jammerbugt";83;161
"2024M01";"90-94 years";"L�s�";7;11
"2024M01";"90-94 years";"Mariagerfjord";113;195
"2024M01";"90-94 years";"Mors�";74;103
"2024M01";"90-94 years";"Rebild";73;118
"2024M01";"90-94 years";"Thisted";94;223
"2024M01";"90-94 years";"Vesthimmerlands";114;168
"2024M01";"90-94 years";"Aalborg";431;794
"2024M01";"95-99 years";"All Denmark";2231;6984
"2024M01";"95-99 years";"Region Hovedstaden";621;2125
"2024M01";"95-99 years";"Copenhagen";95;419
"2024M01";"95-99 years";"Frederiksberg";32;143
"2024M01";"95-99 years";"Drag�r";10;24
"2024M01";"95-99 years";"T�rnby";16;44
"2024M01";"95-99 years";"Albertslund";6;24
"2024M01";"95-99 years";"Ballerup";16;39
"2024M01";"95-99 years";"Br�ndby";14;50
"2024M01";"95-99 years";"Gentofte";43;162
"2024M01";"95-99 years";"Gladsaxe";31;98
"2024M01";"95-99 years";"Glostrup";7;34
"2024M01";"95-99 years";"Herlev";16;51
"2024M01";"95-99 years";"Hvidovre";17;78
"2024M01";"95-99 years";"H�je-Taastrup";13;45
"2024M01";"95-99 years";"Ish�j";3;13
"2024M01";"95-99 years";"Lyngby-Taarb�k";37;125
"2024M01";"95-99 years";"R�dovre";13;67
"2024M01";"95-99 years";"Vallensb�k";3;15
"2024M01";"95-99 years";"Aller�d";13;38
"2024M01";"95-99 years";"Egedal";11;21
"2024M01";"95-99 years";"Fredensborg";15;46
"2024M01";"95-99 years";"Frederikssund";11;50
"2024M01";"95-99 years";"Fures�";17;47
"2024M01";"95-99 years";"Gribskov";15;54
"2024M01";"95-99 years";"Halsn�s";13;33
"2024M01";"95-99 years";"Helsing�r";38;93
"2024M01";"95-99 years";"Hiller�d";17;52
"2024M01";"95-99 years";"H�rsholm";20;53
"2024M01";"95-99 years";"Rudersdal";54;131
"2024M01";"95-99 years";"Bornholm";25;76
"2024M01";"95-99 years";"Christians�";0;0
"2024M01";"95-99 years";"Region Sj�lland";310;1011
"2024M01";"95-99 years";"Greve";13;33
"2024M01";"95-99 years";"K�ge";14;59
"2024M01";"95-99 years";"Lejre";7;34
"2024M01";"95-99 years";"Roskilde";28;112
"2024M01";"95-99 years";"Solr�d";10;20
"2024M01";"95-99 years";"Faxe";10;48
"2024M01";"95-99 years";"Guldborgsund";36;81
"2024M01";"95-99 years";"Holb�k";25;91
"2024M01";"95-99 years";"Kalundborg";21;58
"2024M01";"95-99 years";"Lolland";20;78
"2024M01";"95-99 years";"N�stved";31;86
"2024M01";"95-99 years";"Odsherred";11;54
"2024M01";"95-99 years";"Ringsted";14;33
"2024M01";"95-99 years";"Slagelse";20;92
"2024M01";"95-99 years";"Sor�";21;41
"2024M01";"95-99 years";"Stevns";9;29
"2024M01";"95-99 years";"Vordingborg";20;62
"2024M01";"95-99 years";"Region Syddanmark";507;1597
"2024M01";"95-99 years";"Assens";15;70
"2024M01";"95-99 years";"Faaborg-Midtfyn";28;83
"2024M01";"95-99 years";"Kerteminde";13;43
"2024M01";"95-99 years";"Langeland";10;24
"2024M01";"95-99 years";"Middelfart";21;38
"2024M01";"95-99 years";"Nordfyns";14;29
"2024M01";"95-99 years";"Nyborg";19;60
"2024M01";"95-99 years";"Odense";61;245
"2024M01";"95-99 years";"Svendborg";24;84
"2024M01";"95-99 years";"�r�";5;20
"2024M01";"95-99 years";"Billund";10;32
"2024M01";"95-99 years";"Esbjerg";44;125
"2024M01";"95-99 years";"Fan�";2;5
"2024M01";"95-99 years";"Fredericia";21;57
"2024M01";"95-99 years";"Haderslev";28;69
"2024M01";"95-99 years";"Kolding";27;96
"2024M01";"95-99 years";"S�nderborg";31;124
"2024M01";"95-99 years";"T�nder";8;66
"2024M01";"95-99 years";"Varde";25;71
"2024M01";"95-99 years";"Vejen";23;43
"2024M01";"95-99 years";"Vejle";46;131
"2024M01";"95-99 years";"Aabenraa";32;82
"2024M01";"95-99 years";"Region Midtjylland";526;1541
"2024M01";"95-99 years";"Favrskov";20;34
"2024M01";"95-99 years";"Hedensted";19;75
"2024M01";"95-99 years";"Horsens";27;100
"2024M01";"95-99 years";"Norddjurs";15;64
"2024M01";"95-99 years";"Odder";6;37
"2024M01";"95-99 years";"Randers";39;122
"2024M01";"95-99 years";"Sams�";8;5
"2024M01";"95-99 years";"Silkeborg";38;98
"2024M01";"95-99 years";"Skanderborg";21;60
"2024M01";"95-99 years";"Syddjurs";27;44
"2024M01";"95-99 years";"Aarhus";107;337
"2024M01";"95-99 years";"Herning";41;118
"2024M01";"95-99 years";"Holstebro";25;66
"2024M01";"95-99 years";"Ikast-Brande";14;49
"2024M01";"95-99 years";"Lemvig";3;21
"2024M01";"95-99 years";"Ringk�bing-Skjern";35;97
"2024M01";"95-99 years";"Skive";18;70
"2024M01";"95-99 years";"Struer";12;30
"2024M01";"95-99 years";"Viborg";51;114
"2024M01";"95-99 years";"Region Nordjylland";267;710
"2024M01";"95-99 years";"Br�nderslev";19;41
"2024M01";"95-99 years";"Frederikshavn";41;90
"2024M01";"95-99 years";"Hj�rring";41;96
"2024M01";"95-99 years";"Jammerbugt";14;52
"2024M01";"95-99 years";"L�s�";4;2
"2024M01";"95-99 years";"Mariagerfjord";13;49
"2024M01";"95-99 years";"Mors�";21;25
"2024M01";"95-99 years";"Rebild";10;37
"2024M01";"95-99 years";"Thisted";13;60
"2024M01";"95-99 years";"Vesthimmerlands";13;62
"2024M01";"95-99 years";"Aalborg";78;196
"2024M01";"100-104 years";"All Denmark";168;961
"2024M01";"100-104 years";"Region Hovedstaden";56;295
"2024M01";"100-104 years";"Copenhagen";10;68
"2024M01";"100-104 years";"Frederiksberg";7;26
"2024M01";"100-104 years";"Drag�r";1;2
"2024M01";"100-104 years";"T�rnby";1;7
"2024M01";"100-104 years";"Albertslund";1;1
"2024M01";"100-104 years";"Ballerup";1;8
"2024M01";"100-104 years";"Br�ndby";1;6
"2024M01";"100-104 years";"Gentofte";1;21
"2024M01";"100-104 years";"Gladsaxe";1;21
"2024M01";"100-104 years";"Glostrup";0;4
"2024M01";"100-104 years";"Herlev";2;7
"2024M01";"100-104 years";"Hvidovre";0;6
"2024M01";"100-104 years";"H�je-Taastrup";0;2
"2024M01";"100-104 years";"Ish�j";2;0
"2024M01";"100-104 years";"Lyngby-Taarb�k";7;24
"2024M01";"100-104 years";"R�dovre";3;5
"2024M01";"100-104 years";"Vallensb�k";0;1
"2024M01";"100-104 years";"Aller�d";1;5
"2024M01";"100-104 years";"Egedal";0;2
"2024M01";"100-104 years";"Fredensborg";2;9
"2024M01";"100-104 years";"Frederikssund";0;4
"2024M01";"100-104 years";"Fures�";2;10
"2024M01";"100-104 years";"Gribskov";2;6
"2024M01";"100-104 years";"Halsn�s";2;4
"2024M01";"100-104 years";"Helsing�r";2;13
"2024M01";"100-104 years";"Hiller�d";0;6
"2024M01";"100-104 years";"H�rsholm";3;8
"2024M01";"100-104 years";"Rudersdal";3;13
"2024M01";"100-104 years";"Bornholm";1;6
"2024M01";"100-104 years";"Christians�";0;0
"2024M01";"100-104 years";"Region Sj�lland";19;152
"2024M01";"100-104 years";"Greve";0;1
"2024M01";"100-104 years";"K�ge";3;8
"2024M01";"100-104 years";"Lejre";0;9
"2024M01";"100-104 years";"Roskilde";4;14
"2024M01";"100-104 years";"Solr�d";0;4
"2024M01";"100-104 years";"Faxe";0;3
"2024M01";"100-104 years";"Guldborgsund";3;12
"2024M01";"100-104 years";"Holb�k";1;16
"2024M01";"100-104 years";"Kalundborg";2;13
"2024M01";"100-104 years";"Lolland";1;8
"2024M01";"100-104 years";"N�stved";0;16
"2024M01";"100-104 years";"Odsherred";1;2
"2024M01";"100-104 years";"Ringsted";0;9
"2024M01";"100-104 years";"Slagelse";2;18
"2024M01";"100-104 years";"Sor�";0;6
"2024M01";"100-104 years";"Stevns";0;3
"2024M01";"100-104 years";"Vordingborg";2;10
"2024M01";"100-104 years";"Region Syddanmark";39;212
"2024M01";"100-104 years";"Assens";1;7
"2024M01";"100-104 years";"Faaborg-Midtfyn";3;12
"2024M01";"100-104 years";"Kerteminde";0;2
"2024M01";"100-104 years";"Langeland";1;11
"2024M01";"100-104 years";"Middelfart";1;5
"2024M01";"100-104 years";"Nordfyns";1;4
"2024M01";"100-104 years";"Nyborg";0;6
"2024M01";"100-104 years";"Odense";4;41
"2024M01";"100-104 years";"Svendborg";5;22
"2024M01";"100-104 years";"�r�";1;3
"2024M01";"100-104 years";"Billund";0;1
"2024M01";"100-104 years";"Esbjerg";5;8
"2024M01";"100-104 years";"Fan�";0;2
"2024M01";"100-104 years";"Fredericia";2;8
"2024M01";"100-104 years";"Haderslev";1;10
"2024M01";"100-104 years";"Kolding";3;18
"2024M01";"100-104 years";"S�nderborg";5;13
"2024M01";"100-104 years";"T�nder";0;3
"2024M01";"100-104 years";"Varde";0;6
"2024M01";"100-104 years";"Vejen";2;6
"2024M01";"100-104 years";"Vejle";2;18
"2024M01";"100-104 years";"Aabenraa";2;6
"2024M01";"100-104 years";"Region Midtjylland";35;202
"2024M01";"100-104 years";"Favrskov";3;9
"2024M01";"100-104 years";"Hedensted";1;9
"2024M01";"100-104 years";"Horsens";4;21
"2024M01";"100-104 years";"Norddjurs";0;5
"2024M01";"100-104 years";"Odder";0;4
"2024M01";"100-104 years";"Randers";1;16
"2024M01";"100-104 years";"Sams�";0;2
"2024M01";"100-104 years";"Silkeborg";2;15
"2024M01";"100-104 years";"Skanderborg";3;2
"2024M01";"100-104 years";"Syddjurs";1;1
